C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_14_844.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_14_844.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_14_844.jpg, 0, 0, 0, 7.839163E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_14_944.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_14_944.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_14_944.jpg, 0, 0, 0, 7.841746E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_045.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_045.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_045.jpg, 0, 0, 0, 7.891489E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_149.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_149.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_149.jpg, 0, 0, 0, 7.869781E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_250.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_250.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_250.jpg, 0, 0, 0, 7.791785E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_354.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_354.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_354.jpg, 0, 0, 0, 7.793857E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_454.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_454.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_454.jpg, 0, 0, 0, 7.81741E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_556.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_556.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_556.jpg, 0, 0, 0, 7.837004E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_655.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_655.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_655.jpg, 0, 0, 0, 7.83373E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_756.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_756.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_756.jpg, 0, 0, 0, 7.7963E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_858.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_858.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_858.jpg, 0, 0, 0, 7.796946E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_15_959.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_15_959.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_15_959.jpg, 0, 0, 0, 7.809667E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_059.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_059.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_059.jpg, 0, 0, 0, 7.969719E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_159.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_159.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_159.jpg, 0, 0, 0, 7.836665E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_261.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_261.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_261.jpg, 0, 0, 0, 7.849811E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_362.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_362.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_362.jpg, 0, 0, 0, 7.786514E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_462.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_462.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_462.jpg, 0, 0, 0, 8.043848E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_563.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_563.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_563.jpg, 0, 0, 0, 7.812677E-05
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_666.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_666.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_666.jpg, 0, 0.1971078, 0, 0.1042327
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_767.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_767.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_767.jpg, 0, 0.5016981, 0, 0.5635778
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_867.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_867.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_867.jpg, 0, 0.8028044, 0, 1.329862
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_16_968.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_16_968.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_16_968.jpg, -0.1139403, 1, 0, 2.454424
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_071.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_071.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_071.jpg, -0.2847096, 1, 0, 3.612937
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_172.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_172.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_172.jpg, 0, 1, 0, 4.783021
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_273.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_273.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_273.jpg, 0, 1, 0, 5.940483
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_373.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_373.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_373.jpg, -0.0642984, 1, 0, 7.086684
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_474.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_474.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_474.jpg, -0.3614987, 1, 0, 8.19093
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_576.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_576.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_576.jpg, -0.3689139, 1, 0, 9.27289
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_676.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_676.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_676.jpg, -0.07426529, 1, 0, 10.38926
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_779.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_779.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_779.jpg, 0, 1, 0, 11.536
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_880.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_880.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_880.jpg, -0.08215441, 1, 0, 12.76151
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_17_981.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_17_981.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_17_981.jpg, -0.3779097, 1, 0, 13.78293
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_081.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_081.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_081.jpg, -0.5142885, 1, 0, 14.72581
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_182.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_182.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_182.jpg, -0.2147322, 1, 0, 15.87761
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_285.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_285.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_285.jpg, 0, 1, 0, 16.81417
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_388.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_388.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_388.jpg, -0.2230761, 1, 0, 17.98643
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_491.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_491.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_491.jpg, -0.2931882, 1, 0, 18.80876
C:\Users\Can\Desktop\Data\IMG\center_2021_06_29_17_43_18_592.jpg, C:\Users\Can\Desktop\Data\IMG\left_2021_06_29_17_43_18_592.jpg, C:\Users\Can\Desktop\Data\IMG\right_2021_06_29_17_43_18_592.jpg, 0, 1, 0, 19.95679
